Appliances,lights,T1,T2,T3,RH_1,RH_2,RH_3
50,0,21.1667,18.5667,21.39,37.4,39.9,37.6267
60,0,22.0667,18.7,23.89,40.3633,45.2,38.79
660,20,21.5333,20.96,23,42.6933,39.89,37.09
60,0,20.89,17.89,23,41,44.73,39.59
50,0,19.89,16.5,20.29,36.8267,41.56,37.56
100,0,23.1,21.4267,25.6667,39.4,38.23,35.2
50,0,21.175,19.1333,21,40.1725,41.09,40.56
40,0,21.0333,18.7,21.1,37.26,38.6267,35.2
770,20,20.2,19.29,20.5,40.5,40.4333,39.1567
50,0,22.0667,19.1667,22.1,37.5,40.8633,36.79
100,0,21.2,19.2,22.3567,35.9,37.4,34.1267
110,20,22,20.7,23,41.09,41.79,38.7225
290,0,19.79,19.7,19.5,38.4933,33.9333,35.59
40,10,21.89,25.26,23.29,39.7,34.0967,37.59
100,0,22.1,20.23,21.73,39.76,41.4667,36.5
280,0,21.0667,19.8567,23.3567,38.79,38.4,36.3333
150,0,23.2,22.9633,23.2,38.1933,35.6267,36.3633
50,0,19.89,19.2,20.5,45.5,45,44.4
60,0,23.8233,25.7,24.39,40.09,33.9333,37.634
50,0,21.84,19.76,24.0667,42.745,45.43,39.7233
580,0,23.6,22.23,23.79,39.3633,38.36,38.8267
80,0,24.89,23.5667,26.1,51.5667,51.59,45.8633
80,0,19.5333,17.7,20.2,40.9333,42.0667,40.56
100,0,22.7,21.89,22.0286,39.9,39.6267,40.1214
210,20,20.39,19.6,22.4633,41.3,38.8633,40.89
30,0,21.1,17.89,22.23,38.36,42.56,37.0967
90,0,22.6667,20.29,23.1,35.4667,36.8633,35.5
50,0,21.29,20.4633,21.9878,46.2667,45.2,44.2128
100,10,20.0333,18.29,21.6333,44.0633,41.9567,39.6333
580,0,22.9267,20.9633,23.6,34.0667,33.09,32.8267
60,0,22.9633,23.39,23,35.03,31.5333,35.2
50,0,20.4267,18.6,20.18,35.9,36.79,37.9
40,0,19.79,19.15,20,43.79,43.345,44.7
50,0,20.6,18.8233,20.1,35.8267,36.6267,37.8057
60,0,21.1,19.5667,21.79,40.7,42.3267,38.23
80,10,20.1,18.26,20.2,39.56,40.2,39.06
150,0,20.76,19.2,20.0667,36.4967,33.96,33.7667
60,0,21.29,18.1,22.5,39.59,44.29,38.9
230,0,21.1,20,21.5,33.3,31.39,34.145
50,0,18.9633,18.1667,18.23,36.9,35.6267,37.73
60,0,24.1,22.0667,25.39,47.7,50.2,42.59
60,0,21.89,23.7,22.5,40.1267,35.73,38.7
120,30,23,22.1143,24.5,45.4,45.7386,40.4
60,0,24.5,27.26,26.1,39.1725,33.53,37.2
30,0,21.89,20.4267,23.1,44.5,46,41.79
50,0,21.7,20.73,21.39,42.3267,42.3633,43.59
50,0,19.7,18.5333,20.1,35.53,35.06,35.6267
50,0,20.79,19.7,21.79,36.8633,37.4667,35.09
50,0,20.26,19.6,20.1,35.2,34.53,35.4667
280,0,22.39,22.39,24.43,37.93,35.4,35.7233
80,0,22.0333,23.39,22.9633,38.9333,36.03,37.59
100,0,22.7,21.89,22.6,42.93,42.3267,43.9278
50,0,22.7,20.2,23.5,34.59,36.5,37
40,0,19,18.3233,19.29,34.9667,34.7233,35.29
40,0,19.79,17.89,19.6,33.59,34.79,35.5
50,0,20.8233,18.7,21,39.73,40.9667,40.4333
40,0,22.1,22,22.3233,38.59,36.2,36.79
60,0,23.1667,20.89,24.6667,41.23,43.334,39.1333
310,0,20.6,19.39,22.1,39.0667,38.2233,38.9267
60,20,22.9633,21.9214,24.39,44.1633,44.4286,39.76
60,0,21.6,18.5,22.1333,37.29,41.4667,36.9
70,10,21.1,20.4267,22.9572,45.1567,43.26,45.3439
110,0,19.89,19.26,20.4267,42.76,41.1633,41.4333
50,0,23.6667,21.5,24.6,37.76,39.2,38.2
60,50,19.89,19.2,19.79,45.7667,44.5,44.9
40,0,21.39,20.6,22.4267,45.29,44.79,44.9706
80,0,24.9267,24.9267,26.2,36.2233,33.3933,36.4286
20,0,23.5,21.73,23.7,35.3633,35.8633,35.76
80,10,21.79,19,22.5,35.29,37.7,34.09
60,20,19.2,18.6,19.39,44.06,43.1567,43.6267
140,30,22.29,21.39,21.9633,46.36,45.53,45.23
60,0,19.29,18.6,18.7,38.79,38.2,39.79
70,0,23.2,24.5,23.1,34.2,29.23,33.7
100,0,21.1,19.29,20.29,35.86,36.9,35.29
90,0,22.5,22.73,23.1,39.9667,37.56,38.29
110,0,21.79,19.5,22.7,39.4,42.2,37.5
320,0,20.5667,19.96,21.8267,39.9333,40.66,40.7
50,0,22.2,19.89,23.4267,37.8633,39.8,37.6567
60,0,21.7,18.89,23.5333,42.03,45.76,39.29
90,10,22.1,21.5667,21.23,40.95,39.79,42.9
50,0,22.1333,19.39,24.79,38.59,41.4,37.3633
190,0,24.5,23.3233,27.8567,53.6633,53.8333,47.4333
50,20,22.0333,20.79,21.89,44.53,44.4,44.06
40,0,18.8567,17.76,19,40.29,40.53,39.8267
110,0,20.79,19.1333,22.79,38.23,38.7,36.9
60,0,20.79,19.1667,21.79,43.2,44.6267,42.745
30,0,19.76,18.9267,19.89,46,45.59,45.2
80,0,21.79,19.9267,22.8567,38.59,41.3633,37.26
70,0,21.29,17.6,22.29,38.59,44,36.59
50,0,21.745,21.2,22.5,45.645,43.9,45.2233
60,0,25.1667,25.912,26.1,47.59,43.5,43.79
360,20,20.5,20.1,20.79,42.79,40.5667,41.09
130,0,24.89,24,26.2,52.93,52.89,45.9
30,0,21.23,19.7,21.79,35.8267,37.23,35.7
70,0,20.6,17.1,21.2,35.73,40.2,34.5
140,0,21.29,19.1333,22.89,40.4,44.43,37.29
90,0,21.39,19.79,21.1333,41,42.09,40.4667
60,0,22.6,20.2,24.7,44.09,47.09,40.79
60,0,21,17.79,21.1,35.3267,39.1633,35.2
50,0,22.29,19.7,22.39,39.2,41.59,38.8267
100,0,22.5,21.6667,25.5333,45.8633,43.59,40.59
320,10,21.5333,19.79,22.9267,45.8267,47.8,43.0667
50,0,21.2,19.8233,21.89,43.26,44.03,42.09
20,0,19,18,19.2,37.5,37.4,40.09
60,10,19.7,17.7,19.89,36.09,36.9333,37.5
20,0,20.6,18,22.5,33.79,36.06,35.2
30,0,20.29,17.89,20.89,38,39.8267,40.4
60,10,21.4267,21.1111,20.6,38.79,38.02,40.2
60,0,21.6,20.9633,22.5,39,37.9333,37.9333
50,0,21.23,18.73,20.1667,36.09,39.2233,36.4
50,0,21.89,22.9267,22.5,36,32.06,35.7
50,20,22.7,19.6,21.5,34.53,37.3633,35.29
50,0,21.79,19.2,23,38.29,41.5,38.3267
60,0,24.6,24,26.1333,38.4,35.9667,37.5
60,0,22.79,20.5,23.89,36.29,38.29,37.3633
30,0,20.0667,19.1333,19.89,43.8633,42.8633,44.76
60,0,24,22,24.39,37.9,39.06,37.6633
50,0,22.39,21.79,22.6,39.7,38.29,38.4
90,10,20.79,19.86,20.4633,42.9,42.5267,41.6633
40,0,21.29,18.5,22.1,40,44.03,38.4
130,10,23,22.39,23.29,45.53,40.2333,38.7233
50,0,20.2,17.39,20.1333,36.9,40,37.09
60,0,20.89,18.39,20.6,35.2,36.7,38
40,10,20.8043,18.89,21,36.59,38.1843,38.7
40,0,23.5,20.2,24.2,35.5,38.59,36.7
40,0,20.5,18.5333,20.79,35.09,35.79,36.53
80,0,24.6,22.29,24,32.26,32.5614,33.59
50,0,20.5,19.29,20,37,37.59,37.4333
80,0,22.39,20.89,21.5,40.2,41.23,40.7
160,40,20.2,18.39,20.5667,38.8633,39.9333,37.5667
50,0,22.6,21.6333,23.29,45.79,45.1267,45.59
140,20,22.5,20.79,22.2,37.09,38.1633,36.1267
40,0,21.7,19.5,22.23,38.5,40.8267,37.3267
30,0,20,18,20.6,35.09,36.09,36.7
40,0,22,18.5,21.6,35.2,39.26,35.7
110,30,21.4633,20.89,21.6,45.3333,44.79,42.9333
100,30,21.7,20.1,20.89,38.4333,39.1267,38.4333
100,20,22.3567,21.7,21.7,42.5,41,43.06
150,0,22.4267,20.79,23,43.4,44.7,39.09
290,0,20.2,18.76,21.53,45.03,41.09,43.0267
110,0,20.7,16.7225,21.445,35.7233,41.4475,35.145
130,0,23.1333,22.79,23.1,38.79,36.4,36.53
250,0,26.2,27.1333,28.52,43.5,38.2,39.476
50,0,21.79,19.5,22.7,39.56,42.29,37.5
110,0,23.79,22.9267,24.23,40.03,38.2833,37.8267
60,0,21.2,18.7,23.1333,41.56,45.1267,39.9667
60,0,21.6,18.89,22.1,39.7,43.8267,37.9333
110,10,17,16.2,17.39,43.9,44,41.9
120,0,21.6333,19.6,20.96,46.8933,41.76,40.06
50,0,23.1,20.7,25.3043,39.7,41.26,37.59
90,0,22.6,21.79,22.0429,39.9,39.73,40.1214
70,20,22.5,21.5,25,41.9633,41.03,36.8633
100,0,19.5,17,19.79,36.59,39.6633,36.79
40,0,21.6667,24.1,22.2,38.23,32.43,37.4333
100,0,21.3567,21.2,22.0667,43.53,41.9333,39.23
80,0,24.6,22.37,24,32.1267,31.93,33.56
50,0,21.39,18.89,23.1,41.79,45.2,39.8175
70,0,20.26,19.6333,20.4267,51.1,49.0967,45.6567
70,10,21.2,18.89,22,39.73,43.09,38
50,0,22.2,19.5,22.2,35.09,36.9667,35.7
70,10,21.65,20.7,20.79,38.69,38.1633,41.4
60,0,20.89,18.39,21.79,40.7667,44.5,38.1267
50,0,18.6,17.9633,19.7,42.4,41.7,43.2
30,0,21.2,20.5667,20.6,43.4,42.7,44.29
50,0,18.6,17.29,18.9267,38.9667,39.5,39.09
60,0,22.29,19.29,23.2,38.99,43.6267,39.2
50,10,21.1,19.7,21.7,44.53,44.79,43.01
290,0,22.79,21.8086,24.6,39.1333,39.21,37.29
60,0,22.39,21,21.4529,36.8725,37.2514,37.5514
70,10,20.7,17.5,21.6,36.4,40.4,34.7667
90,0,19.5,19.2267,19.89,37.9,38.7667,36.9
50,0,23.2,20.9843,24.4633,41.7,44.4,38.4667
360,0,21.39,20.26,20.8567,34.35,34.29,34.6633
40,10,17.79,16.79,18.1333,37.7,37.03,38.79
70,20,20.79,18.89,22,37.7,39.7,34.7
40,0,21.89,19.39,22.89,34.9,37.03,36.59
60,0,24.79,22.7,26.5333,47.09,49.29,44.5
130,10,20.8567,20.2,20.29,34.46,33.5667,34.3633
260,0,20.79,19.8567,21.7117,46.8267,42.6933,44.25
40,0,21.1,18.6,21.7,39,42.7,37.2
60,0,22.6,20.79,23.39,41.29,42.8633,39.79
100,10,22.79,21.8567,21.79,41.73,41.1633,42.9667
140,20,22.7,20.23,23.5,36.83,37.29,35.59
110,0,24.79,24.6667,24.6,37.9667,34.5267,36.79
40,0,21.2,18.79,22,38.9,42.5,37.2
60,0,20.8233,19.79,20.39,43.09,43.2,44.4
50,0,21.89,19.39,22.89,34.9,36.9667,36.53
100,0,24.8567,22.7,23.89,33.53,31.2671,32.9
150,0,24.4218,23.3198,27.4294,53.6006,53.3549,47.1118
80,0,21.7,22.3567,22.29,35.6933,32.73,34.9
120,0,19,17.6667,18.7,38.8267,39.6633,38.6633
30,0,20.8233,17.5,21.5,35.29,38.59,35.2
50,0,20,16.89,20.26,37.09,40.7,37.9
70,0,22.2,21.6333,21.1,42.53,41.5667,44.4633
40,0,20.79,19.8567,21.39,44.6567,42.6333,42.4111
40,0,20.8567,17.7,20.29,35.3633,39.2,36.9
80,10,22.79,20,22.39,37,39.9333,36.5
60,0,22.89,20.7,24.5,39.3633,39.9,37.7
50,0,21.89,19,22.2,35.59,37.4333,35.73
60,0,21.7,21,22.23,48.6633,46.23,46.6567
50,0,18,17.1667,19.1,43.5,44.2,42.03
60,0,21.2,19.6,21.7,35.5,36.59,35.29
40,10,19.39,16.2,20.5667,37.2233,41.6267,37.9
50,0,24.1,22,25.39,47.7,50.26,42.59
110,20,22.89,20.2,21.79,34.1633,36.09,35
100,0,25.1,24.5667,25.39,38.9667,37.6267,37.09
40,0,22.5,19.79,22.8567,35.29,36.56,35.56
50,0,23.5,21.5,24.6333,37.7,39.1843,38.23
90,0,22.7,21.79,24,39.26,37.79,36.5
30,0,19.89,18.9633,19.7,33.59,34.09,34.1633
690,20,21.39,20.86,23,39.59,39.56,37.1633
50,0,20.7,19.39,21.7,44.4267,44.9667,42
70,10,22.6,19.39,21.5,34.745,38.03,35.4
40,0,20.1,18.1,21,38.4333,39.9,40.4
230,0,20.79,18.1,21.6667,36.59,39.6633,35.3633
60,20,21.39,19.8567,21.39,43.79,43.93,42.23
260,0,24.4633,28.35,24.89,34.03,28.06,36.53
60,0,20.6,18.39,21.1,39.7,40.9,40.59
40,0,19.8233,17.39,21,38.03,40.9,37.3725
30,0,22.29,20.39,23.26,39.59,41.29,37.76
120,0,21.6,18.7,22.6,36.6567,40.06,36.23
140,10,22.26,20.6,24.79,50.8633,50.2633,41.79
90,0,25.7,26.29,25.2,31.23,28.475,35.9
50,0,20.79,17.29,20.2,35.5,39.7,36.76
50,0,21,20.9633,21.79,36.79,35.36,35.2
70,10,19,17.6,19.6,39.2,39.59,40.56
60,0,21.79,19.6,24.2,41.9,45.1633,40
90,0,20.1667,19.65,20.4267,39.59,39.27,38.4333
110,0,22.76,21.89,24.79,38.3333,36.3633,34.8633
300,40,24,23.1,24.2,47.05,44.36,45.79
20,0,22.79,22,21,40.09,39.1267,41.9
60,0,22.2,20.29,23.29,42.43,44.6933,39.7967
50,0,21.8233,19.6,22.5,38.5,40.2233,37.79
90,0,21,18.39,22.29,39.73,43.4,39.09
90,0,22.0667,21.5,20.6,41.8633,41.2,44.09
40,0,19.0667,17.6,19.6,39.2,39.59,40.5
120,0,21.39,20.6,22.3567,43.56,42.2,41.7
120,0,23.1,20.9267,22.89,46.5267,44.29,37.5
50,10,21.5,20.89,20.7,45.03,44.3267,45.79
120,10,21.1,19.5333,20.7,36.9667,37.03,37.59
320,0,24.4127,23.2856,27.4495,53.7405,53.5649,47.2227
20,0,18.89,18.2,20,44.79,44.7,45
60,0,23.29,23.23,23.29,37.09,33.9333,37.53
90,0,20.7,19.1,20.1,33.7,34.1633,35.09
70,0,22.29,20.0333,23.5,37.2,39.1267,37.79
70,0,22.39,21.7,22.6,42.5,40.59,43.29
50,0,21.79,19.1,23,42.76,46.4667,39.7
130,10,21.79,21.0667,22.0333,40.6633,39.8267,44.4333
70,0,23.1,22.6,24.4267,46.79,45.9,41.4333
50,0,21.5,19.2,22.5,37.2,38.3633,36.29
110,0,23.5,21.79,25.2,46.8333,47.4,40.79
50,0,19.5,16.29,20.2,37.2,41.1633,37.345
40,0,21.2,19.89,22.23,47.1567,47.06,42.6267
30,0,19.73,19,18.6,37.2,36.79,38.29
90,0,21.3233,21.0667,21.6222,43.5267,41.03,44.4222
370,0,22.2,22.3567,23.79,37.6567,35.49,35.1633
60,0,20.89,20.9333,21.6,43.6267,44.1333,40.1633
50,0,21.1,19.93,21.89,39.59,41.1933,36.9667
60,0,20.7,18,21.1,37.2,40,37.7
70,0,20.6,19.2,19.89,33.475,33.6567,33.6333
180,30,19.1,18.5,19.26,44.7233,43.76,43.6633
30,0,18.89,16.8567,20.29,37.9,40.09,37.9333
320,0,24.1,24.1,23.6,31.73,28.79,34.09
50,0,20.39,17.6,22.29,34.09,36.79,35.2
50,10,20.79,18.5,21,38.29,39.9,40.09
90,0,20.79,18,21.73,37,40.29,35.7
50,0,23.39,21,24.5,41.29,43.7,39.5
100,10,22.0333,20.23,21.39,38.6333,38.29,38.7
260,10,23.6,22.9267,25,45.5425,42.3267,45.3267
50,0,20.5667,19.5,19.8233,34.3267,34.4,34.6267
70,20,24.89,29.2,27.3043,48.2,38.23,42.4571
50,0,21.79,23.7933,23.39,39.59,36.8,37.5
110,10,20.9633,19.1333,20.6,43.86,43.2233,42.0667
80,0,22.7,22.1,22.6,39.23,38.8633,38.3633
50,0,22.2,22.23,22.2,37.2,35.5,36.4
60,0,21.7,18.89,22.39,38.79,42.59,38.23
100,0,19.79,17.86,21.8567,38.23,39.7,38.1
50,0,23.6,22.6,21.2,39.09,39,43.4667
80,0,23.2,23.9633,24.2,41.9,38.4667,39.5
70,0,21,19.79,22.79,38.2957,37.5814,37.0286
60,20,22.7,19.5,21.5,34.59,37.6267,35.29
50,0,22.2,19.7,22.2,39.09,41.4,38.7
80,0,25.5,25.5286,26.2,50.9667,48.3243,46.634
50,0,20.89,19.2,20.2,32.29,32.79,34.26
50,0,24.2,21.5,24,34.4667,35.7257,34.79
50,0,25.2,25.6,26.7,47.09,43.9,42.09
60,0,21.8233,22.76,23,42.2667,38.9333,38.76
390,10,19.6,19.2,19.39,38.8633,37.73,40.1267
90,10,22.1667,20.39,23.29,42,44.06,39.29
120,0,20.73,20.8567,22.23,40.5,39,39.4667
70,20,20.1333,17.6,20.84,35.59,37.8633,36.145
70,10,23,20.39,24.6,41.9,44.8633,38.4
50,0,23.7,22.79,21.2,39.56,39.4,43.26
100,20,21.79,20.7,21.79,38.2667,38.23,37.29
80,0,21.39,19.3233,21.29,36.1267,37.8633,34.9
300,20,19.1,17.9267,19.29,41.4667,41.86,40.29
20,0,18.3567,17.39,19.1,43.09,43.79,42.3633
50,0,22.2,19.1,24.0667,40.9,45.2,38.9667
350,0,22.5,21.2,22.79,42.5267,41.1267,38.36
50,0,21.2,19.4267,21.1,42.53,43,41.29
60,0,24.3567,22,26.26,47.9667,50.29,44.79
60,0,22.89,20.79,24.1,43.1267,45.09,39.2
90,10,23.7,23.3567,25.1,48.13,40.6333,43.6967
50,0,19.39,17.1,19.79,37.03,39.7,39.06
260,0,23.8907,25.1,26.1488,49.5279,43.5571,43.5476
60,20,21,20.1,21.5,45.03,43.76,43.79
50,0,25.5,26.236,26.29,46.9,42.9,43.5
70,0,22.3757,20.9686,21.4686,37.0386,37.29,37.6529
50,0,22.2,21.6,21,41.09,40.4,42.5
50,0,23.1,22.89,22.73,38.2,36.29,38.1633
40,0,19.9633,18.9267,19.89,43.9,43.09,44.9
100,20,22.79,21.39,22.7,37.79,37.1267,37.1267
40,0,21.29,18.23,21.29,35.79,37.8633,34.79
30,0,20.79,18.1667,20.1667,38.09,40.53,38.1633
260,20,20.0667,18.86,20.5,40,40.43,38.5
50,0,22.2,21.39,22.6,43.1333,42.03,43.9222
250,10,19.6,18.8233,20.86,40.79,38.1267,39.6267
40,0,20.39,18.2,21.2,39.56,41,40.59
60,0,23.1,22.89,22.73,38.2,36.29,38.1633
50,0,24.6,23.1,25.6333,38.79,38.79,38.59
60,0,19,18.2,18.7,38.7,38.29,40
50,0,22.5,19.39,22.5,38.9,41.59,38.09
90,0,19.39,16.89,19.79,36.73,39.9667,36.59
40,0,21,19,21,36.3214,37.9,38.59
50,10,21.29,18.1,23.1,41.9667,47.26,38.4333
70,0,21.5,24.4267,22.5,36.6633,31.8267,34.79
60,0,22.79,21.4267,23.1,36.9333,37,36.7
50,0,19.76,17.5667,20.1,37.79,40,37
40,0,20.7,21.2,21.5,35,32.5,34.9
50,0,22.1,19.6,24.29,41.5,44.29,39.59
40,10,21.79,19.8329,20.79,36.29,36.9,37.9286
50,0,23.6333,22.7,21.2,39.03,39.09,43.4
40,0,19.7,18.1,19.89,41.1633,41.79,40.79
70,0,23.5,24.1,24.39,40.6633,36.79,38.5
130,30,21.5,19.73,22.1,36,37.59,34.5
310,10,19.39,17.89,20,40.26,40.3,39.7233
60,0,21.29,19.29,21.79,37.09,39.03,36.4667
50,0,20.7,20,20.89,41.09,40.2,41.79
130,0,20.025,18.1,20.79,39.695,40.9667,39.678
60,0,22.29,21.4633,22.6,43.3267,42.09,44
20,0,18.79,17.89,19.6,43.7,44.1633,43.1633
110,10,23.3567,20.9633,25.6667,49.5667,42.1933,38.23
50,0,23.79,21.7,24.5,37.7,39.09,38.06
50,0,21.6,20.29,21.89,43.29,43.59,42
50,0,24.7225,23.4633,26.5,47.5225,48.26,42
50,10,22,21.1,21.6,41.79,41.5,43.5
50,0,22.89,21.1,25.0667,45.9,47.8267,42.2
40,0,19.89,19.2,20.5,45.5,45.03,44.4
50,0,20.675,19.9267,20.89,41.0675,40.2,41.8633
60,0,20.0667,18.76,20.6,38.99,39.93,38.9333
30,0,20.1333,18.5667,20.79,39.9,41.29,39
60,0,20.5,20.39,20.89,34.59,35.6933,34.09
200,0,23.79,23.29,23.39,32.2267,29.2633,34.59
60,0,22.26,21.39,21.5,41.29,40.4,42.7
40,0,22,21.3233,23.1,42.3267,41.2,42.8267
50,0,23.29,24.8233,24.39,41.59,36.09,38.7
30,0,21.55,20.8567,20.29,42.29,41.4667,44.2
80,20,21.7,21.1,22.5,40.26,39.2667,38.59
70,0,24.6,24.39,25.7,46.36,44.09,42.09
110,10,25.1,23.3929,23.76,39.9633,36.8543,32.46
110,0,22.39,21.8567,22.5,48.3633,41.26,42.0267
80,0,21.79,19.6,22.89,38.4,41.76,37.29
90,10,21.26,19.76,20.79,40.26,40.29,41.4667
70,0,21.5,18.8233,22.5,39.7,43.59,38.09
50,20,20.79,19.26,21.89,38.1567,39.36,34.9
50,0,22.39,19.29,23.39,37.7,42,38.8633
60,0,23.2,22.79,22.79,38,36.1175,38.09
50,0,21.4267,22.5967,22.39,39.3267,38.3333,36.56
40,0,20.29,17.39,22.29,34.29,37.29,35.2
50,0,21.89,21,23.1667,46.09,45.79,46.2
40,0,20.79,19.39,21,37.2,36.8633,36.79
100,0,22.5,23.2,22.23,35.23,31.3567,36.06
80,0,21.7,20.29,21,34.8333,34.5133,36.4
100,10,22.89,21.5,22.79,38.1267,37.4,37.23
50,0,24.6218,24.073,26.9854,50.5246,48.7342,44.6718
90,0,23.2,22.6,22.89,37.8333,36.2233,38.03
40,0,22.2,21.5,21.8233,43.4333,43.2,44.73
50,0,21.9633,18.79,24.1,40.9333,46.5,39.245
90,0,21.5,20.29,24.76,37.56,37.79,40.3
90,0,20.1,19.2,19.89,45.3267,43.7,44.79
370,0,22.8233,22.5,23.2,41.4333,37.86,38.26
80,0,23.7,22.6667,23.1667,33.23,31.29,35.06
60,0,22.9267,23.9333,24.1857,40.4,38.6,37.0129
30,0,21.29,22.3233,21.79,38.1633,36.99,36.5
240,10,22.1,20.1,23.6333,34.43,33.36,35.89
20,0,17.6,16.6,18,41.145,41.7,40.2
50,0,19.89,16.6,20.29,36.9,41.4,37.5
310,20,22.4633,21.6,21.89,45.59,44.9333,44.79
40,0,18,16.89,18.2,40.29,40.79,39.79
140,10,21,18.39,21.79,40.5,44.2,38
120,0,22.29,24.9967,23.4633,33.63,28.0567,34.09
50,0,19.6,17.39,20.1,37.7,39.9667,37.2
280,0,20.2,16.6,20.39,37.4633,42.7667,37.5
50,0,21.39,17.89,21.6,35.4,40.53,36.09
50,0,19.29,17.29,19.7,34.2,35.5,36.2
50,0,20.6,18.5,21,38.09,39.29,39.9
70,0,20.89,18.1,22.2,38.73,42.4667,36.4
40,0,20.1,19.23,20.5,45.2,44.8267,44.4
50,0,23.1,21.4633,24.89,45.4,47.2,42.2
80,10,21.79,19.2,23,42.23,45.7667,39.4333
40,20,21.39,19.7,21.1667,42.9333,43.36,41.3633
120,30,21.39,21.1,20.79,43.09,41.4667,42.1633
70,0,20.89,20.39,21.5,44.9,43.29,44.09
100,10,22.89,21.89,21.89,46.4,45.4667,46.79
50,0,22.2,20.1,23.4267,43.4667,44.7,40.8267
90,0,22.6,23.2,26.445,37.7,34.4667,38.44
80,0,18.5,17.39,18.76,38.7,38.4667,39.0667
30,0,19.4267,16.2,20.2,38.1567,42.9,37.3267
50,10,20.5333,18.2,20.89,38.09,39.7,40.23
60,0,21.7,19.2,22.1,40.53,45.3267,38
70,0,21.23,18.0667,22.7,35.23,39.1633,35.09
40,0,20.79,18.9267,20.89,37.4,38.06,38.79
70,10,20.7,20,21.29,42.59,40.4667,41.3267
30,0,22.2,20.0333,22.79,34.4333,35.9,36.2
80,20,21.76,20.4633,21.5,43.23,43.9667,42.4
60,0,21.29,18.29,21.29,35.79,37.79,34.79
140,0,22.4267,20.26,20.89,37.0267,37.8,36.59
100,0,23.5,22.6571,24.2643,36.6933,33.5543,35.4143
40,0,21,18.5,21.6667,40.5,44.2,38.1633
40,0,21.79,21.4633,21.89,45.5,44.29,44.5
80,0,19.3233,18.79,19.29,40.73,39.76,42
60,0,21.245,18.1,23.1,42.09,47.2,38.4667
210,10,19.7,19.29,19.29,38.5267,37.53,39.7667
60,0,21.29,19.29,20.6,37.9,38.26,38.7
60,0,24.5,22.2,26.29,48.3267,50.4,45.03
120,20,22.39,21.1333,21.945,42.6267,42.09,44.59
70,0,20.1,18.1,22,36.6267,37.7,37.9267
50,0,20.1,19.5,20.29,46.3633,44.79,45.59
150,10,20.6,20.1,20.29,33.5667,33.1233,33.59
50,0,21.1,20.29,22.3233,43.5267,40,44.4267
50,20,21.1,20.39,21.9267,45.7667,43.79,44.5
50,10,22,19.1,23.7,41.1267,45.1267,38.3267
50,0,22.39,22.7,22.29,38.6267,36.59,37.9
470,0,21.89,20.29,22.79,41.995,42.9667,38.9
50,0,21.39,18.5667,22.39,38.29,41.2,37.73
60,20,20.7,18.39,21.89,36.73,40.0267,34.4
110,0,22.2,21.6,22.7,44.79,44.56,41.9667
60,0,22.79,21.79,23.0667,39.5267,38.2233,37.9
30,20,22,20.6333,21.89,43.09,43.4,42
70,10,20.89,18,22.1667,36.79,40.6633,34.59
20,0,19.4267,18.7,19.79,45.23,44.9,44.4
50,0,21.945,19.2,24.6,38.145,41.29,37.29
60,0,20.2,17.1,20.29,36.9,41.09,37.4
100,20,22,20.6333,23.2,43.0267,43.53,39.29
50,0,21.79,19.1667,22.39,38.73,41.53,39
50,10,21.4267,18.4267,21.4633,35.53,37.59,34.9667
80,0,22.89,24.9267,22.89,33.745,28.1333,33.4
60,0,21.7,19.7,21.26,35.7725,36.2333,35.8333
120,0,21,20.2,21.5,34.59,32.73,34.79
80,0,22.6,21.9267,23,42.3933,40.2667,38.3633
50,0,24.7,23.39,26.58,47.5,48.2,41.92
40,0,21.29,18.89,22.1,39,42.4,37.29
40,0,21.5,19.2,22.2,38.7,41.73,37.29
400,0,23.5,22.6,24.14,36.7633,32.738,33.46
70,0,20.9267,19.7,21.1333,34.76,34.9,33.9
50,0,19.6,16.39,20.5,37,41.2,37.9
50,0,22.29,20.23,23.39,43.59,44.53,40.79
50,0,21.2,19.2,20.9057,36.09,37.4429,38.3686
100,0,21.0667,19.79,20.89,38,37.29,38.1633
50,0,21.5,22.6,21.89,38,35.79,36.59
80,0,22.3567,20.9633,22.6,35.9333,36.53,35.6267
90,10,20.7,22.26,21.39,35.8267,32.9567,34.7
40,0,19.5,18.0667,19.73,39,39.26,40.5
60,0,24.79,24,26.5,47.9,47.76,42.09
370,0,21.8233,21.0567,23,35.79,37.0933,35.1633
100,30,22,20.4267,22.2,40.5267,41.59,38.2
50,0,22,19.2,24.39,41.2,44.5,39.9
50,0,18.6,17.6,18.89,38.1933,37.9333,39.9
120,20,20.6667,19.39,20.4633,43.23,42.29,41.56
50,0,22.29,18.7,23.29,37.59,42,37.5
80,20,20.7,20.0667,20.5,43.6333,42.79,44.2
210,10,20.26,19.76,19.76,38.6333,34.1267,35.7
160,0,20.0333,18.39,20.29,39.0667,37,35.79
60,0,20.1,17.2,21.73,35.66,38.6333,34.1333
650,0,20.89,18.29,21.2,36.7,39.6633,36
50,0,21.79,18.2,21.5333,35.09,39.53,35.79
380,0,24.2597,25.1,26.2525,48.3789,43.1638,42.761
100,0,25.3567,24.6971,26.1487,48.5,46.9657,43.585
50,0,20.6,19.1667,20.89,35.4,35.26,36.03
70,0,21.0333,18.39,22.2,40.6267,43.9667,38.6633
70,0,22.89,27.1,23.7,38.29,30.79,36.53
70,10,21,18.39,22.29,40.1233,43.6267,38.9667
50,0,20.79,21.1,21.39,35,32.9,34.79
